c,c#,c++,cassandra,couchdb,d3,db2,excel,flume,git,hadoop,hbase,hive,java,javascript,job_title,keras,mahout,mapreduce,matlab,memcacheddb,mongodb,mysql,nosql,oozie,oracle,perl,pig,postgresql,python,r,rethinkdb,ruby,sas,scala,shark,spark,spss,sql,state,sybase,tableau,tensorflow,tsql,vba,zookeeper
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Web/Mobile UI Developer  Columbus, OH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, telecommute, free lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, t",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Full Stack Java Developer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Product Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Data Scientist PhD-Marketing Focus,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,OH,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (contract, remote, 100% commi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Remote Life Insurance agent (100% commission, free leads, no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy & commission, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist Associate, Workforce Analytics-190000099",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (work when & where you want,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (contract, remote, 100% commi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (work when & where you want,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entry Level Data Analytics, Data Science, Data Modeling_Milford OH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (work when & where you want,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,User Experience Specialist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Data Scientist-PhD (Campus Hire),1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,OH,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Remote Life Insurance agent (100% commission, free leads, no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Data Scientist-PhD Retail Focus,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,OH,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Data Scientist/ Statistical Developer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission & autonomy, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,Data Scientist/Data Analyst,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,OH,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist- Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Data Science Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission & autonomy, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Data Scientist,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,OH,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy & commission, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Data Scientist, Life Experience Studies - Relocate to Richmond, VA",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (work when & where you want,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Azure Data Engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,OH,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, remote, free leads, n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (contract, remote, 100% commi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (work when & where you want,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy, work when & where you w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Data Scientist-PhD (Campus Hire),1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,OH,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission & autonomy, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy & commission, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Data Scientist-Masters (Campus Hire),1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,OH,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, remote, free leads, n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission & autonomy, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (contract, remote, 100% commi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (work when & where you want,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy & commission, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,OH,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, remote, free leads, n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Data Scientist - Biostatistics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, t",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission & autonomy, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAS Junior Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (work when & where you want,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission & autonomy, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Data Scientist,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,OH,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lead Data Scientist, Category Analytics & Systems",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy & commission, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, telecommute, free lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (contract, remote, 100% commi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Data Scientist PhD-Marketing Focus,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,OH,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy & commission, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, telecommute, free lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Co-op - Business Analytics and Data Science (Summer %26 Fall 2019),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Remote Life Insurance agent (100% commission, free leads, no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Artificial Intelligence (AI) Software Engineer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, remote, free leads, n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Data Scientist, Life Experience Studies - Relocate to Richmond, VA",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, telecommute, free lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, telecommute, free lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy, work when & where you w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy, work when & where you w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (work when & where you want,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, telecommute, free lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (contract, remote, 100% commi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Data Scientist Principal Engineer,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,OH,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy & commission, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, telecommute, free lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (work when & where you want,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Sr. Data Scientist - Cincinnati, OH",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,OH,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Remote Life Insurance agent (100% commission, free leads, no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, remote, free leads, n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy, work when & where you w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (work when & where you want,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Remote Life Insurance agent (100% commission, free leads, no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (contract, remote, 100% commi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DATA SCIENTIST,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission & autonomy, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Experienced Machine Learning Engineer - Worldwide Advanced Analytics,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy, work when & where you w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission & autonomy, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Senior Manager, Data Science - Relocate to Raleigh, NC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,IBM Tech by Degree - Junior Data Engineer,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy & commission, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, telecommute, free lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, remote, free leads, n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Senior Manager, Data Science - Relocate to Raleigh, NC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,Data Scientist Marketing Focus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,OH,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (contract, remote, 100% commi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Data Scientist, Supply Chain Analytics",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,OH,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy & commission, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, telecommute, free lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, remote, free leads, n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Big Data Engineer,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,OH,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Data Scientist Principal Engineer,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,OH,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, t",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Remote Life Insurance agent (100% commission, free leads, no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,OH,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, telecommute, free lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, telecommute, free lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Data Scientist Job,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,OH,0,1,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,OH,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Senior Data Analyst,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,OH,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Bigdata Developer,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,OH,0,1,0,0,0,0
